nohup: ignoring input
Query 1: s=2958907, t=1852691... Flow=22790000, Time=5084 ms
Iteration 0: init_hl=0.073 ms, bfs=80.068 ms, push_relabel=0.083 ms, remove_invalid=21.956 ms
Iteration 1: init_hl=0.054 ms, bfs=80.139 ms, push_relabel=0.075 ms, remove_invalid=21.103 ms
Iteration 2: init_hl=0.055 ms, bfs=80.552 ms, push_relabel=0.085 ms, remove_invalid=22.280 ms
Iteration 3: init_hl=0.055 ms, bfs=80.860 ms, push_relabel=0.085 ms, remove_invalid=21.409 ms
Iteration 4: init_hl=0.054 ms, bfs=80.766 ms, push_relabel=0.077 ms, remove_invalid=21.386 ms
Iteration 5: init_hl=0.053 ms, bfs=80.254 ms, push_relabel=0.410 ms, remove_invalid=22.028 ms
Iteration 6: init_hl=0.054 ms, bfs=80.608 ms, push_relabel=0.090 ms, remove_invalid=20.844 ms
Iteration 7: init_hl=0.054 ms, bfs=80.155 ms, push_relabel=0.399 ms, remove_invalid=21.940 ms
Iteration 8: init_hl=0.054 ms, bfs=80.673 ms, push_relabel=0.093 ms, remove_invalid=21.729 ms
Iteration 9: init_hl=0.053 ms, bfs=79.836 ms, push_relabel=0.090 ms, remove_invalid=21.579 ms
Iteration 10: init_hl=0.054 ms, bfs=80.789 ms, push_relabel=0.400 ms, remove_invalid=21.106 ms
Iteration 11: init_hl=0.054 ms, bfs=80.655 ms, push_relabel=0.094 ms, remove_invalid=21.923 ms
Iteration 12: init_hl=0.054 ms, bfs=79.837 ms, push_relabel=0.412 ms, remove_invalid=21.987 ms
Iteration 13: init_hl=0.054 ms, bfs=78.860 ms, push_relabel=0.688 ms, remove_invalid=21.654 ms
Iteration 14: init_hl=0.053 ms, bfs=80.945 ms, push_relabel=0.164 ms, remove_invalid=21.188 ms
Iteration 15: init_hl=0.054 ms, bfs=69.601 ms, push_relabel=0.704 ms, remove_invalid=21.403 ms
Iteration 16: init_hl=0.054 ms, bfs=70.015 ms, push_relabel=0.654 ms, remove_invalid=21.029 ms
Iteration 17: init_hl=0.055 ms, bfs=69.239 ms, push_relabel=0.154 ms, remove_invalid=21.797 ms
Iteration 18: init_hl=0.053 ms, bfs=69.855 ms, push_relabel=0.095 ms, remove_invalid=21.658 ms
Iteration 19: init_hl=0.055 ms, bfs=69.127 ms, push_relabel=0.677 ms, remove_invalid=21.711 ms
Iteration 20: init_hl=0.054 ms, bfs=69.789 ms, push_relabel=0.099 ms, remove_invalid=21.110 ms
Iteration 21: init_hl=0.054 ms, bfs=70.096 ms, push_relabel=0.164 ms, remove_invalid=21.575 ms
Iteration 22: init_hl=0.055 ms, bfs=70.061 ms, push_relabel=0.099 ms, remove_invalid=21.050 ms
Iteration 23: init_hl=0.053 ms, bfs=69.294 ms, push_relabel=0.173 ms, remove_invalid=21.767 ms
Iteration 24: init_hl=0.053 ms, bfs=70.408 ms, push_relabel=0.101 ms, remove_invalid=21.180 ms
Iteration 25: init_hl=0.054 ms, bfs=71.071 ms, push_relabel=0.166 ms, remove_invalid=21.004 ms
Iteration 26: init_hl=0.054 ms, bfs=70.865 ms, push_relabel=0.102 ms, remove_invalid=21.236 ms
Iteration 27: init_hl=0.053 ms, bfs=71.304 ms, push_relabel=0.225 ms, remove_invalid=22.257 ms
Iteration 28: init_hl=0.182 ms, bfs=71.092 ms, push_relabel=0.127 ms, remove_invalid=22.273 ms
Iteration 29: init_hl=0.055 ms, bfs=71.227 ms, push_relabel=0.095 ms, remove_invalid=21.177 ms
Iteration 30: init_hl=0.054 ms, bfs=71.218 ms, push_relabel=0.247 ms, remove_invalid=21.415 ms
Iteration 31: init_hl=0.054 ms, bfs=Flow=5480, Time=5601 ms
Query 3: s=1639913, t=3835575... Flow=125130, Time=2122 ms
